Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Country,City,State,Postal_Code,Region
CA-2015-165085,12/27/2015,12/31/2015,Standard Class,BT-11485,Home Office,United States,Clinton,Maryland,20735,East
CA-2017-160423,1/21/2017,1/26/2017,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South
CA-2014-159338,6/25/2014,6/28/2014,First Class,NS-18640,Corporate,United States,Los Angeles,California,90049,West
CA-2016-107216,6/14/2016,6/17/2016,First Class,PV-18985,Home Office,United States,San Francisco,California,94122,West
US-2017-145863,4/21/2017,4/27/2017,Standard Class,RP-19390,Consumer,United States,Houston,Texas,77041,Central
CA-2016-112340,10/21/2016,10/27/2016,Standard Class,NM-18520,Consumer,United States,Riverside,California,92503,West
US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Consumer,United States,Houston,Texas,77041,Central
CA-2017-140585,12/18/2017,12/23/2017,Second Class,RA-19915,Consumer,United States,Encinitas,California,92024,West
CA-2016-144855,7/22/2016,7/24/2016,Second Class,DL-13495,Corporate,United States,San Francisco,California,94110,West
CA-2015-142755,2015-04-09,2015-08-09,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,30076,South
US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Consumer,United States,Jonesboro,Arkansas,72401,South
CA-2015-105970,2015-02-03,2015-07-03,Standard Class,PA-19060,Home Office,United States,Richmond,Indiana,47374,Central
CA-2016-112102,2016-12-04,4/16/2016,Standard Class,BD-11605,Consumer,United States,Springfield,Virginia,22153,South
US-2016-114776,2016-06-12,2016-07-12,First Class,GG-14650,Corporate,United States,Antioch,California,94509,West
US-2016-134908,2016-05-06,2016-09-06,Standard Class,JS-15940,Home Office,United States,Philadelphia,Pennsylvania,19134,East
US-2016-148803,2016-11-12,2016-11-12,Same Day,LR-16915,Consumer,United States,Homestead,Florida,33030,South
CA-2016-152170,2016-12-11,11/15/2016,Second Class,FH-14275,Corporate,United States,La Porte,Indiana,46350,Central
CA-2014-146969,9/29/2014,2014-03-10,Standard Class,AP-10915,Consumer,United States,Los Angeles,California,90045,West
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Consumer,United States,Lansing,Michigan,48911,Central
CA-2015-113971,2015-08-05,5/14/2015,Standard Class,CB-12535,Corporate,United States,Cuyahoga Falls,Ohio,44221,East
CA-2017-160395,12/31/2016,2017-06-01,Standard Class,KL-16555,Corporate,United States,Reno,Nevada,89502,West
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Home Office,United States,Harrisonburg,Virginia,22801,South
CA-2016-149314,2016-02-07,2016-07-07,Second Class,GB-14530,Corporate,United States,Los Angeles,California,90004,West
CA-2017-147039,6/29/2017,2017-04-07,Standard Class,AA-10315,Consumer,United States,Minneapolis,Minnesota,55407,Central
CA-2014-126522,2014-01-09,2014-05-09,Second Class,LT-16765,Consumer,United States,Escondido,California,92025,West
CA-2014-127964,2014-03-03,2014-08-03,Standard Class,AP-10720,Home Office,United States,New York City,New York,10035,East
CA-2014-117709,2014-04-05,2014-08-05,Standard Class,PM-18940,Consumer,United States,Jackson,Michigan,49201,Central
CA-2015-125416,2015-02-11,2015-02-11,Same Day,KC-16540,Consumer,United States,Seattle,Washington,98115,West
CA-2017-145226,2017-08-12,2017-10-12,Second Class,DL-13315,Consumer,United States,New York City,New York,10035,East
US-2014-100279,2014-10-03,3/14/2014,Standard Class,SW-20275,Consumer,United States,Royal Oak,Michigan,48073,Central
CA-2014-158064,4/21/2014,4/25/2014,Standard Class,AA-10375,Consumer,United States,Los Angeles,California,90008,West
US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110,Consumer,United States,Bloomington,Illinois,61701,Central
CA-2015-132080,8/22/2015,8/25/2015,First Class,DP-13105,Corporate,United States,New York City,New York,10035,East
CA-2016-161207,8/29/2016,2016-03-09,Standard Class,AB-10060,Home Office,United States,Concord,New Hampshire,3301,East
CA-2014-120243,12/27/2014,12/30/2014,Second Class,AT-10435,Home Office,United States,Los Angeles,California,90004,West
CA-2016-113621,2016-01-12,2016-05-12,Standard Class,JE-15745,Consumer,United States,Rockville,Maryland,20852,East
CA-2016-168081,4/24/2016,4/27/2016,Second Class,CA-12055,Home Office,United States,Houston,Texas,77070,Central
CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060,Consumer,United States,Lakewood,New Jersey,8701,East
CA-2017-138779,1/14/2017,1/15/2017,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South
CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,Corporate,United States,Seattle,Washington,98103,West
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West
US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Corporate,United States,Coral Springs,Florida,33065,South
CA-2016-130946,2016-08-04,2016-12-04,Standard Class,ZC-21910,Consumer,United States,Houston,Texas,77041,Central
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West
CA-2017-133235,2017-01-08,2017-04-08,First Class,LH-16750,Consumer,United States,Charlotte,North Carolina,28205,South
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Corporate,United States,New York City,New York,10009,East
US-2017-118087,2017-09-09,9/13/2017,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-110184,2014-12-07,7/16/2014,Standard Class,BF-11170,Home Office,United States,Los Angeles,California,90036,West
CA-2016-126004,2016-04-12,2016-05-12,First Class,BM-11140,Consumer,United States,New York City,New York,10024,East
CA-2017-100013,2017-06-11,2017-11-11,Standard Class,ZC-21910,Consumer,United States,Los Angeles,California,90045,West
CA-2015-132570,10/31/2015,2015-02-11,Second Class,KT-16480,Consumer,United States,Buffalo,New York,14215,East
CA-2016-153682,5/30/2016,2016-01-06,First Class,BG-11695,Corporate,United States,Cincinnati,Ohio,45231,East
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,Consumer,United States,Boynton Beach,Florida,33437,South
CA-2014-127012,2014-11-08,8/15/2014,Standard Class,GM-14680,Consumer,United States,Seattle,Washington,98105,West
CA-2016-128727,8/29/2016,2016-04-09,Standard Class,MO-17800,Home Office,United States,New York City,New York,10024,East
US-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,Consumer,United States,New York City,New York,10009,East
CA-2017-133641,5/14/2017,5/21/2017,Standard Class,EJ-14155,Consumer,United States,Gulfport,Mississippi,39503,South
CA-2014-168494,2014-12-12,12/14/2014,Second Class,NP-18700,Consumer,United States,Fresno,California,93727,West
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Consumer,United States,New York City,New York,10009,East
CA-2015-154956,2015-04-07,2015-09-07,Standard Class,IM-15070,Consumer,United States,Milwaukee,Wisconsin,53209,Central
CA-2017-144638,2017-10-03,3/14/2017,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,19013,East
US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Home Office,United States,Charlotte,North Carolina,28205,South
CA-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700,Consumer,United States,Jacksonville,Florida,32216,South
US-2016-144393,10/28/2016,2016-04-11,Standard Class,SM-20950,Corporate,United States,Greenville,North Carolina,27834,South
CA-2017-105053,2017-07-07,2017-09-07,Second Class,CS-12355,Consumer,United States,Long Beach,New York,11561,East
CA-2016-155992,2016-01-10,2016-02-10,First Class,CC-12220,Consumer,United States,La Porte,Indiana,46350,Central
CA-2017-110380,2017-02-09,2017-07-09,Standard Class,PF-19225,Consumer,United States,San Francisco,California,94122,West
US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Corporate,United States,Los Angeles,California,90045,West
CA-2017-121412,9/23/2017,9/27/2017,Standard Class,BG-11695,Corporate,United States,Louisville,Colorado,80027,West
CA-2017-100426,2017-04-06,2017-08-06,Standard Class,DC-12850,Consumer,United States,Florence,Alabama,35630,South
US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Corporate,United States,Chicago,Illinois,60623,Central
CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Consumer,United States,Fort Worth,Texas,76106,Central
CA-2016-148698,2016-02-05,2016-07-05,Standard Class,BD-11770,Consumer,United States,Houston,Texas,77070,Central
CA-2014-163293,2014-08-09,2014-11-09,First Class,KC-16255,Corporate,United States,Macon,Georgia,31204,South
CA-2016-160815,2016-05-09,2016-06-09,First Class,TR-21325,Consumer,United States,Cedar Rapids,Iowa,52402,Central
CA-2017-122154,2017-09-04,2017-11-04,First Class,SA-20830,Consumer,United States,Jacksonville,Florida,32216,South
US-2015-149692,2015-06-12,2015-12-12,Standard Class,KW-16435,Consumer,United States,Austin,Texas,78745,Central
CA-2016-119445,6/26/2016,2016-03-07,Standard Class,GM-14500,Consumer,United States,Providence,Rhode Island,2908,East
CA-2015-124268,2015-04-07,2015-08-07,Standard Class,AD-10180,Home Office,United States,New York City,New York,10035,East
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Corporate,United States,New York City,New York,10009,East
CA-2016-163384,2016-10-11,2016-12-11,First Class,CC-12430,Home Office,United States,San Francisco,California,94122,West
CA-2015-101707,8/27/2015,2015-01-09,Standard Class,PF-19165,Consumer,United States,San Diego,California,92105,West
CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,Consumer,United States,Pueblo,Colorado,81001,West
CA-2017-115427,12/30/2017,2018-03-01,Standard Class,EB-13975,Corporate,United States,Fairfield,California,94533,West
CA-2016-134425,2016-08-12,2016-12-12,Second Class,QJ-19255,Corporate,United States,Saint Paul,Minnesota,55106,Central
CA-2015-121391,2015-04-10,2015-07-10,First Class,AA-10315,Consumer,United States,San Francisco,California,94109,West
CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Consumer,United States,Springfield,Virginia,22153,South
CA-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535,Home Office,United States,Arlington,Virginia,22204,South
US-2017-126179,2017-03-07,2017-07-07,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,31907,South
CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Consumer,United States,Houston,Texas,77036,Central
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,91104,West
CA-2016-141082,2016-09-12,12/13/2016,Standard Class,FM-14380,Consumer,United States,Lawrence,Massachusetts,1841,East
US-2016-134488,9/24/2016,2016-01-10,Standard Class,PK-19075,Consumer,United States,Columbus,Ohio,43229,East
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Corporate,United States,Los Angeles,California,90032,West
CA-2017-157651,2017-10-12,12/14/2017,Standard Class,HA-14920,Consumer,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-160773,2014-01-07,2014-05-07,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,32725,South
CA-2017-167703,2017-03-02,2017-08-02,Standard Class,MC-17575,Consumer,United States,Cincinnati,Ohio,45231,East
CA-2017-121804,2017-03-03,2017-08-03,Standard Class,LP-17095,Consumer,United States,Murray,Kentucky,42071,South
CA-2017-162635,2017-09-10,2017-10-10,First Class,EB-14170,Consumer,United States,Wilmington,North Carolina,28403,South
CA-2014-107153,9/28/2014,2014-03-10,Standard Class,GZ-14545,Corporate,United States,Lawrence,Massachusetts,1841,East
US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Consumer,United States,Chicago,Illinois,60653,Central
CA-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180,Home Office,United States,Philadelphia,Pennsylvania,19120,East
CA-2016-128258,3/30/2016,2016-01-04,First Class,CP-12085,Corporate,United States,Norwich,Connecticut,6360,East
CA-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260,Home Office,United States,San Francisco,California,94110,West
CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,Consumer,United States,San Francisco,California,94109,West
CA-2017-127705,2017-02-06,2017-06-06,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,44052,East
CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Consumer,United States,Dallas,Texas,75220,Central
CA-2014-121664,2014-06-05,2014-10-05,Standard Class,HP-14815,Home Office,United States,Los Angeles,California,90049,West
CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,Consumer,United States,Middletown,Connecticut,6457,East
US-2017-123281,2017-02-04,2017-07-04,Standard Class,JF-15190,Consumer,United States,Los Angeles,California,90008,West
CA-2017-100524,3/31/2017,2017-02-04,Second Class,CM-12115,Consumer,United States,New York City,New York,10011,East
CA-2017-113481,2017-02-01,2017-04-01,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South
CA-2015-131758,5/28/2015,2015-01-06,Standard Class,KB-16315,Consumer,United States,Freeport,New York,11520,East
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,55044,Central
CA-2014-153976,2014-03-10,2014-08-10,Second Class,BP-11290,Consumer,United States,Evanston,Illinois,60201,Central
CA-2016-162901,3/28/2016,3/31/2016,First Class,AS-10045,Corporate,United States,Arlington,Virginia,22204,South
CA-2017-162978,2017-04-05,2017-09-05,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West
US-2014-160444,2014-05-07,2014-05-07,Same Day,DC-12850,Consumer,United States,Houston,Texas,77036,Central
CA-2016-145247,2016-05-05,2016-07-05,First Class,ND-18370,Consumer,United States,Louisville,Kentucky,40214,South
CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,Consumer,United States,Fort Worth,Texas,76106,Central
US-2014-151925,9/26/2014,2014-01-10,Second Class,KT-16465,Consumer,United States,Los Angeles,California,90049,West
CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Corporate,United States,Philadelphia,Pennsylvania,19120,East
US-2017-155425,2017-10-11,2017-11-11,First Class,AB-10600,Corporate,United States,Tucson,Arizona,85705,West
CA-2017-133249,2017-08-07,2017-11-07,First Class,SZ-20035,Home Office,United States,Pico Rivera,California,90660,West
US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Consumer,United States,Colorado Springs,Colorado,80906,West
CA-2017-136672,2017-07-03,2017-12-03,Standard Class,MG-17890,Home Office,United States,Clinton,Maryland,20735,East
US-2014-157021,2014-01-04,2014-06-04,Second Class,KM-16720,Consumer,United States,Vallejo,California,94591,West
CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265,Consumer,United States,Provo,Utah,84604,West
CA-2014-126361,2014-04-08,2014-09-08,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,84062,West
US-2016-100566,2016-03-09,2016-09-09,Standard Class,JK-16120,Home Office,United States,Aurora,Illinois,60505,Central
US-2016-108504,2016-05-02,2016-05-02,Same Day,PP-18955,Home Office,United States,Smyrna,Georgia,30080,South
CA-2017-124828,2017-03-07,2017-04-07,First Class,YS-21880,Corporate,United States,Burlington,North Carolina,27217,South
US-2017-117247,2017-09-10,10/14/2017,Standard Class,CK-12760,Corporate,United States,Aurora,Illinois,60505,Central
CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Consumer,United States,New York City,New York,10035,East
CA-2016-159212,2016-01-11,2016-05-11,Standard Class,KM-16375,Home Office,United States,Salem,Virginia,24153,South
US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455,Home Office,United States,Columbus,Ohio,43229,East
US-2014-118486,2014-06-04,2014-08-04,First Class,SD-20485,Home Office,United States,Philadelphia,Pennsylvania,19143,East
CA-2016-130407,2016-02-09,2016-06-09,Standard Class,KD-16270,Consumer,United States,New York City,New York,10024,East
US-2016-122245,9/25/2016,9/30/2016,Standard Class,AB-10105,Consumer,United States,Phoenix,Arizona,85023,West
CA-2017-105144,2017-04-11,2017-11-11,Standard Class,SZ-20035,Home Office,United States,Grand Prairie,Texas,75051,Central
CA-2016-136329,2016-09-07,7/13/2016,Standard Class,JD-15895,Corporate,United States,New York City,New York,10035,East
CA-2014-146640,6/30/2014,2014-05-07,Standard Class,HA-14905,Consumer,United States,New York City,New York,10024,East
CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305,Home Office,United States,Costa Mesa,California,92627,West
CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Corporate,United States,Houston,Texas,77041,Central
CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Corporate,United States,Mesa,Arizona,85204,West
US-2015-164448,10/31/2015,2015-04-11,Second Class,DK-12835,Corporate,United States,Salinas,California,93905,West
CA-2017-122700,11/26/2017,11/30/2017,Standard Class,LT-17110,Consumer,United States,Columbus,Ohio,43229,East
CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Consumer,United States,Florence,Alabama,35630,South
US-2016-153129,12/26/2016,12/30/2016,Standard Class,FP-14320,Consumer,United States,Seattle,Washington,98105,West
CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530,Consumer,United States,Parma,Ohio,44134,East
CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Consumer,United States,Amarillo,Texas,79109,Central
CA-2017-122735,2017-12-04,4/15/2017,Second Class,BD-11320,Consumer,United States,Providence,Rhode Island,2908,East
CA-2017-128160,12/19/2017,12/24/2017,Second Class,MM-17920,Consumer,United States,San Francisco,California,94110,West
CA-2017-117695,2017-05-08,2017-08-08,First Class,PW-19030,Corporate,United States,Richmond,Kentucky,40475,South
CA-2015-166135,2015-01-10,2015-06-10,Standard Class,SC-20440,Corporate,United States,Aurora,Colorado,80013,West
CA-2016-133725,5/23/2016,5/28/2016,Standard Class,KL-16645,Consumer,United States,Chicago,Illinois,60623,Central
CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Home Office,United States,Chicago,Illinois,60653,Central
US-2014-112564,4/23/2014,4/24/2014,First Class,TS-21160,Corporate,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-145821,2015-01-05,2015-07-05,Standard Class,JB-15400,Corporate,United States,Los Angeles,California,90008,West
US-2015-160150,7/19/2015,7/20/2015,First Class,TS-21085,Consumer,United States,Phoenix,Arizona,85023,West
CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Corporate,United States,Mobile,Alabama,36608,South
CA-2017-148474,2017-12-06,6/19/2017,Standard Class,ME-17320,Home Office,United States,Columbus,Georgia,31907,South
CA-2015-111297,8/17/2015,8/21/2015,Standard Class,SC-20440,Corporate,United States,New Bedford,Massachusetts,2740,East
CA-2016-123722,9/25/2016,2016-01-10,Standard Class,NH-18610,Corporate,United States,Irving,Texas,75061,Central
CA-2014-155271,2014-04-05,2014-04-05,Same Day,AA-10480,Consumer,United States,Middletown,Connecticut,6457,East
CA-2015-119907,2015-01-12,2015-08-12,Standard Class,LC-17140,Consumer,United States,Seattle,Washington,98103,West
US-2016-128902,2016-11-03,3/15/2016,Standard Class,MB-18085,Consumer,United States,Vineland,New Jersey,8360,East
CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Corporate,United States,Pasadena,Texas,77506,Central
US-2016-104794,12/16/2016,12/19/2016,First Class,KD-16495,Corporate,United States,New York City,New York,10009,East
CA-2014-151708,2014-08-08,8/14/2014,Standard Class,MB-17305,Consumer,United States,Glendale,Arizona,85301,West
CA-2015-100769,5/16/2015,5/16/2015,Same Day,TH-21550,Home Office,United States,Jacksonville,Florida,32216,South
CA-2017-139199,2017-09-12,12/13/2017,Standard Class,DK-12835,Corporate,United States,Detroit,Michigan,48234,Central
US-2015-161466,9/24/2015,9/27/2015,Second Class,ON-18715,Corporate,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-164959,2017-11-07,7/15/2017,Standard Class,KN-16390,Corporate,United States,Los Angeles,California,90004,West
US-2015-105676,2015-01-12,2015-02-12,Same Day,NM-18520,Consumer,United States,Houston,Texas,77036,Central
CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685,Home Office,United States,Niagara Falls,New York,14304,East
US-2017-104955,3/19/2017,3/24/2017,Standard Class,CG-12040,Home Office,United States,New York City,New York,10024,East
CA-2016-121958,11/13/2016,11/17/2016,Standard Class,CS-12505,Consumer,United States,Thomasville,North Carolina,27360,South
CA-2017-121468,11/19/2017,11/20/2017,First Class,KD-16345,Consumer,United States,Westminster,California,92683,West
US-2016-108455,2016-02-12,2016-08-12,Standard Class,MK-18160,Consumer,United States,San Francisco,California,94122,West
CA-2017-101210,8/25/2017,8/28/2017,Second Class,DW-13540,Consumer,United States,Jackson,Tennessee,38301,South
US-2016-108098,10/14/2016,10/18/2016,Standard Class,CP-12340,Corporate,United States,Seattle,Washington,98115,West
CA-2014-119032,11/27/2014,2014-03-12,Standard Class,MS-17770,Consumer,United States,New York City,New York,10035,East
CA-2015-140410,2015-03-11,2015-07-11,Standard Class,CM-12655,Home Office,United States,Los Angeles,California,90008,West
CA-2014-136280,11/29/2014,2014-06-12,Standard Class,Co-12640,Consumer,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-151911,4/30/2017,2017-05-05,Second Class,DL-13495,Corporate,United States,New York City,New York,10024,East
CA-2017-166436,11/24/2017,11/28/2017,Standard Class,TS-21370,Corporate,United States,New York City,New York,10035,East
CA-2017-139661,10/30/2017,2017-03-11,Standard Class,JW-15220,Corporate,United States,Vancouver,Washington,98661,West
CA-2014-123925,12/17/2014,12/19/2014,Second Class,RF-19840,Consumer,United States,Columbus,Georgia,31907,South
CA-2017-152485,2017-04-09,2017-08-09,Standard Class,JD-15790,Consumer,United States,Coppell,Texas,75019,Central
CA-2016-141586,10/17/2016,10/20/2016,First Class,NK-18490,Home Office,United States,San Francisco,California,94122,West
CA-2017-130386,2017-12-11,11/18/2017,Standard Class,NG-18430,Consumer,United States,Austin,Texas,78745,Central
CA-2016-100468,11/24/2016,2016-01-12,Standard Class,AT-10435,Home Office,United States,Los Angeles,California,90045,West
CA-2015-153388,2015-01-08,2015-07-08,Standard Class,PC-19000,Home Office,United States,Los Angeles,California,90004,West
CA-2017-154935,12/24/2017,12/29/2017,Standard Class,AR-10540,Consumer,United States,New York City,New York,10024,East
CA-2016-134208,9/17/2016,9/23/2016,Standard Class,CS-12505,Consumer,United States,Columbus,Georgia,31907,South
CA-2017-108294,2017-10-12,2017-10-12,Same Day,LS-16975,Home Office,United States,Omaha,Nebraska,68104,Central
CA-2017-103611,2017-12-09,9/15/2017,First Class,JM-15535,Consumer,United States,Los Angeles,California,90036,West
CA-2017-100384,6/24/2017,2017-01-07,Standard Class,NH-18610,Corporate,United States,Pomona,California,91767,West
CA-2017-112809,8/18/2017,8/22/2017,Standard Class,RA-19915,Consumer,United States,Dallas,Texas,75220,Central
US-2017-160759,2017-11-12,12/17/2017,Standard Class,AI-10855,Consumer,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-148446,2017-10-12,12/14/2017,Second Class,MC-17845,Consumer,United States,North Las Vegas,Nevada,89031,West
CA-2014-111059,2014-03-02,2014-06-02,Second Class,TB-21400,Consumer,United States,Seattle,Washington,98105,West
CA-2017-116204,2017-11-02,2/14/2017,Second Class,VW-21775,Corporate,United States,San Francisco,California,94110,West
CA-2017-109946,4/16/2017,4/21/2017,Standard Class,PL-18925,Home Office,United States,Chicago,Illinois,60610,Central
CA-2015-144806,2015-06-12,2015-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705,West
CA-2016-122392,7/22/2016,7/27/2016,Standard Class,CJ-12010,Consumer,United States,Allentown,Pennsylvania,18103,East
CA-2015-148432,2015-07-11,2015-10-11,Second Class,MC-18130,Corporate,United States,Newark,Delaware,19711,East
CA-2015-103793,3/26/2015,3/31/2015,Standard Class,BV-11245,Corporate,United States,Miami,Florida,33142,South
CA-2017-159884,8/31/2017,2017-05-09,Standard Class,JF-15490,Consumer,United States,Tempe,Arizona,85281,West
CA-2016-139885,2016-04-12,2016-08-12,Standard Class,EB-13840,Corporate,United States,New York City,New York,10035,East
CA-2017-124086,2017-10-02,2/14/2017,Standard Class,MP-18175,Home Office,United States,Laguna Niguel,California,92677,West
CA-2016-112389,10/29/2016,2016-02-11,Standard Class,JM-15655,Corporate,United States,Bridgeton,New Jersey,8302,East
CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,2149,East
CA-2014-166884,2014-11-03,3/16/2014,Second Class,CK-12205,Consumer,United States,Columbus,Ohio,43229,East
CA-2014-107181,2014-04-02,2014-08-02,Standard Class,DB-13270,Home Office,United States,San Diego,California,92024,West
CA-2014-150245,12/31/2014,2015-04-01,Second Class,PC-18745,Corporate,United States,Watertown,New York,13601,East
CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Corporate,United States,San Antonio,Texas,78207,Central
CA-2014-134278,2014-06-07,2014-08-07,First Class,EP-13915,Consumer,United States,New York City,New York,10011,East
US-2017-124926,11/13/2017,11/18/2017,Second Class,ME-17320,Home Office,United States,Houston,Texas,77095,Central
CA-2016-159345,6/17/2016,6/22/2016,Standard Class,IG-15085,Consumer,United States,San Diego,California,92024,West
CA-2014-130274,2014-03-05,2014-05-05,First Class,JS-15940,Home Office,United States,Appleton,Wisconsin,54915,Central
CA-2017-158386,10/16/2017,10/21/2017,Standard Class,BO-11425,Consumer,United States,Richmond,Kentucky,40475,South
CA-2015-111507,2015-06-02,2/13/2015,Standard Class,VW-21775,Corporate,United States,Bellevue,Washington,98006,West
CA-2017-120761,2017-04-09,2017-08-09,Standard Class,AB-10150,Consumer,United States,Long Beach,New York,11561,East
CA-2016-109176,2016-09-05,5/15/2016,Standard Class,JW-16075,Consumer,United States,Philadelphia,Pennsylvania,19140,East
CA-2015-112116,3/16/2015,3/18/2015,Second Class,JE-15475,Consumer,United States,Seattle,Washington,98103,West
CA-2016-126809,2016-09-04,4/13/2016,Standard Class,EB-13750,Corporate,United States,Seattle,Washington,98103,West
CA-2014-105172,2014-04-04,2014-09-04,Standard Class,PK-18910,Home Office,United States,San Francisco,California,94109,West
CA-2017-107293,2017-05-09,2017-06-09,First Class,CS-12400,Home Office,United States,Seattle,Washington,98115,West
US-2017-102890,6/30/2017,6/30/2017,Same Day,SG-20470,Consumer,United States,New York City,New York,10011,East
CA-2015-158554,2015-09-11,2015-09-11,Same Day,CM-12190,Consumer,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-116239,2014-04-03,2014-04-03,Same Day,CL-12565,Consumer,United States,Columbia,South Carolina,29203,South
CA-2015-132101,3/19/2015,3/25/2015,Standard Class,JO-15550,Home Office,United States,Seattle,Washington,98105,West
CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,Consumer,United States,Allen,Texas,75002,Central
US-2017-152002,2017-11-06,2017-11-06,Same Day,DV-13465,Consumer,United States,Los Angeles,California,90004,West
CA-2017-165029,11/26/2017,11/30/2017,Standard Class,AH-10075,Corporate,United States,Atlanta,Georgia,30318,South
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,Consumer,United States,Los Angeles,California,90004,West
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Consumer,United States,El Paso,Texas,79907,Central
CA-2016-109057,4/22/2016,4/27/2016,Standard Class,TT-21460,Home Office,United States,Aurora,Illinois,60505,Central
CA-2016-154403,5/23/2016,5/27/2016,Standard Class,AP-10720,Home Office,United States,Florence,Alabama,35630,South
CA-2016-102456,2/27/2016,2016-01-03,First Class,DL-12865,Consumer,United States,New York City,New York,10011,East
CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Consumer,United States,New York City,New York,10024,East
